"Category","ConfigKey","WindowsValue","LinuxCommand","Notes","Phase","Scope"
"Firewall","fw_rule","Core Networking - Dynamic Host Configuration Protocol for IPv6(DHCPV6-In)|Inbound|Allow|True|UDP|546|547|%SystemRoot%\system32\svchost.exe|dhcp","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","TPM Virtual Smart Card Management (DCOM-In)|Inbound|Allow|False|TCP|135|Any|%SystemRoot%\system32\svchost.exe|rpcss","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Routing and Remote Access (GRE-In)|Inbound|Allow|False|47|Any|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD-In)|Inbound|Allow|True|UDP|3702|Any|%SystemRoot%\system32\dashost.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Dynamic Host Configuration Protocol (DHCP-In)|Inbound|Allow|True|UDP|68|67|%SystemRoot%\system32\svchost.exe|dhcp","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Destination Unreachable Fragmentation Needed (ICMPv4-In)|Inbound|Allow|True|ICMPv4|RPC|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Router Advertisement (ICMPv6-In)|Inbound|Allow|True|ICMPv6|RPC|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Parameter Problem (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Delivery Optimization (UDP-In)|Inbound|Allow|True|UDP|7680|Any|%SystemRoot%\system32\svchost.exe|dosvc","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","mDNS (UDP-Out)|Outbound|Allow|True|UDP|Any|5353|%SystemRoot%\system32\svchost.exe|dnscache","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","SNMP Trap Service (UDP In)|Inbound|Allow|False|UDP|162|Any|%SystemRoot%\system32\snmptrap.exe|SNMPTRAP","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Event Log Management (NP-In)|Inbound|Allow|False|TCP|445|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (LLMNR-UDP-In)|Inbound|Allow|False|UDP|5355|Any|%SystemRoot%\system32\svchost.exe|dnscache","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Connected Devices Platform - Wi-Fi Direct Transport (TCP-Out)|Outbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|CDPSvc","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - IPv6 (IPv6-In)|Inbound|Allow|True|41|Any|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Event Log Management (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\svchost.exe|Eventlog","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Peer to Peer Collaboration Foundation (WSD-In)|Inbound|Allow|False|UDP|3702|Any|%SystemRoot%\system32\p2phost.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Datagram-Out)|Outbound|Allow|False|UDP|Any|138|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Name-Out)|Outbound|Allow|False|UDP|Any|137|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Collaboration Computer Name Registration Service (PNRP-In)|Inbound|Allow|False|UDP|3540|Any|%SystemRoot%\system32\svchost.exe|PNRPSvc","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Connected Devices Platform (UDP-Out)|Outbound|Allow|True|UDP|Any|Any|%SystemRoot%\system32\svchost.exe|CDPSvc","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Packet Too Big (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Routing and Remote Access (L2TP-Out)|Outbound|Allow|False|UDP|Any|1701|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Distributed Transaction Coordinator (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\msdtc.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Assistance (TCP-Out)|Outbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\msra.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Wi-Fi Direct Spooler Use (In)|Inbound|Allow|True|Any|Any|Any|%SystemRoot%\system32\spoolsv.exe|Spooler","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Scheduled Tasks Management (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\svchost.exe|schedule","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Event Log Management (NP-In)|Inbound|Allow|False|TCP|445|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD Events-Out)|Outbound|Allow|True|TCP|Any|5357|%SystemRoot%\system32\svchost.exe|fdphost","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (SSDP-Out)|Outbound|Allow|True|UDP|Any|1900|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Assistance (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\msra.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Wi-Fi Direct Spooler Use (Out)|Outbound|Allow|True|Any|Any|Any|%SystemRoot%\system32\spoolsv.exe|Spooler","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (UPnP-Out)|Outbound|Allow|False|TCP|Any|2869|%SystemRoot%\system32\svchost.exe|fdphost","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Allow 192.168.171.x Inbound|Inbound|Allow|True|Any|Any|Any||","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Allow 192.168.171.x Outbound|Outbound|Allow|True|Any|Any|Any||","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Quick Share|Inbound|Allow|True|TCP|Any|Any|C:\program files\google\nearbyshare\nearby_share.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Quick Share|Inbound|Allow|True|UDP|Any|Any|C:\program files\google\nearbyshare\nearby_share.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft Edge|Inbound|Allow|True|TCP|Any|Any|C:\program files (x86)\microsoft\edge\application\msedge.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft Edge|Inbound|Allow|True|UDP|Any|Any|C:\program files (x86)\microsoft\edge\application\msedge.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Bitvise SSH Client|Inbound|Allow|True|TCP|Any|Any|C:\program files (x86)\bitvise ssh client\bvssh.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Bitvise SSH Client|Inbound|Allow|True|UDP|Any|Any|C:\program files (x86)\bitvise ssh client\bvssh.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft 365 Copilot|Inbound|Allow|True|TCP|Any|Any|C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2606.55071.0_x64__8wekyb3d8bbwe\M365Copilot.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft 365 Copilot|Inbound|Allow|True|UDP|Any|Any|C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2606.55071.0_x64__8wekyb3d8bbwe\M365Copilot.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft 365 Copilot|Outbound|Allow|True|TCP|Any|Any|C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2606.55071.0_x64__8wekyb3d8bbwe\M365Copilot.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft 365 Copilot|Outbound|Allow|True|UDP|Any|Any|C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2606.55071.0_x64__8wekyb3d8bbwe\M365Copilot.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft 365 Copilot|Outbound|Allow|True|Any|Any|Any||","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft 365 Copilot|Inbound|Allow|True|Any|Any|Any||","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Google Chrome (mDNS-In)|Inbound|Allow|True|UDP|5353|Any|C:\Program Files\Google\Chrome\Application\chrome.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Claude|Inbound|Allow|True|TCP|Any|Any|C:\Program Files\WindowsApps\Claude_1.17377.1.0_x64__pzs8sxrjxfjjc\app\Claude.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Claude|Outbound|Allow|True|TCP|Any|Any|C:\Program Files\WindowsApps\Claude_1.17377.1.0_x64__pzs8sxrjxfjjc\app\Claude.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Claude|Inbound|Allow|True|TCP|Any|Any|C:\Program Files\WindowsApps\Claude_1.17377.1.0_x64__pzs8sxrjxfjjc\app\resources\cowork-svc.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Claude|Outbound|Allow|True|TCP|Any|Any|C:\Program Files\WindowsApps\Claude_1.17377.1.0_x64__pzs8sxrjxfjjc\app\resources\cowork-svc.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Claude|Outbound|Allow|True|Any|Any|Any||","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Visual Studio Code|Inbound|Allow|True|TCP|Any|Any|C:\users\ali\appdata\local\programs\microsoft vs code\code.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Visual Studio Code|Inbound|Allow|True|UDP|Any|Any|C:\users\ali\appdata\local\programs\microsoft vs code\code.exe|","","Linux: ufw / firewalld","pre","System"
"Shortcuts","quicklaunch","Command Prompt|cmd","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","quicklaunch","Excel|EXCEL","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","quicklaunch","File Explorer|","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","quicklaunch","Longman Dictionary of Contemporary English 5th Edition|ldoce5","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","quicklaunch","Microsoft Edge|msedge","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","quicklaunch","Microsoft SQL Server Management Studio (SSMS) 20|Ssms","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","quicklaunch","Notepad++|notepad++","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","quicklaunch","PowerPoint|POWERPNT","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","quicklaunch","Remote Desktop Manager|RemoteDesktopManager","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","quicklaunch","Word|WINWORD","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","Close Chrome.bat - Shortcut|Close Chrome","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","Close Edge.bat - Shortcut|Close Edge","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","Close Firefox.bat - Shortcut|Close Firefox","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","close frequent programs.bat - Shortcut|close frequent programs","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","Kill Acrobat|Kill Acrobat","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","Kill VS Code.bat - Shortcut|Kill VS Code","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","restart chrome.bat - Shortcut|restart chrome","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","restart explorer.bat - Shortcut|restart explorer","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","restart firefox.bat - Shortcut|restart firefox","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","restart jabber.bat - Shortcut|restart jabber","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","Hotspot Shield|hsscp","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","VMware Workstation Pro|vmware","","Linux: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Startup","startup_item","OneDrive|OneDrive","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","Cisco Jabber|CiscoJabber","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","IDMan|Program","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","GoogleDriveFS|GoogleDriveFS","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","Proxifier|Proxifier","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","ut|uTorrent","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","BingWallpaperDaemon|UnInstDaemon","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","MicrosoftEdgeAutoLaunch_5849BF807E016217A11F1D6C1C6FB425|msedge","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","LenovoVantageToolbar|QSHelper","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","ConnectDetector|connectdetector","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","Discord|Update","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","Docker Desktop|Program","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","NordVPN|NordVPN","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","ca direct.tlp|ca direct","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","Command Prompt|cmd","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","de direct.tlp|de direct","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","ir direct.tlp|ir direct","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","OUTLOOK|OUTLOOK","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","Send to OneNote|ONENOTEM","","Linux: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","SecurityHealth|SecurityHealthSystray","","Linux: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","RtkAudUService|RtkAudUService64","","Linux: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","Leonvo Go Central Startup|LenovoGoCentral","","Linux: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","vmware-tray.exe|vmware-tray","","Linux: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","PaperCut Print Deploy UI Controller|Program","","Linux: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","Nearby Share|nearby_share_launcher","","Linux: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","AnyDesk|AnyDesk","","Linux: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","Dropbox|Dropbox","","Linux: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","TeamsMachineInstaller|Program","","Linux: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","Lightshot|Program","","Linux: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","SunJavaUpdateSched|jusched","","Linux: autostart if it resolves to an installed app","post","System"
"Services","service","Advanced SystemCare Service 19|AdvancedSystemCareService19","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Microsoft Office Click-to-Run Service|ClickToRunSvc","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","CMigrationService|CMigrationService","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","DropboxUpdater InternalService 123.0.6299.144 (DropboxUpdaterInternalService123.0.6299.144)|DropboxUpdaterInternalService123.0.6299.144","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","DropboxUpdater Service 123.0.6299.144 (DropboxUpdaterService123.0.6299.144)|DropboxUpdaterService123.0.6299.144","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Microsoft Edge Update Service (edgeupdate)|edgeupdate","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Google Updater Internal Service (GoogleUpdaterInternalService150.0.7863.0)|GoogleUpdaterInternalService150.0.7863.0","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Google Updater Service (GoogleUpdaterService150.0.7863.0)|GoogleUpdaterService150.0.7863.0","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Critical Service for Lenovo Vantage|LenovoVantageService","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Microsoft Defender Core Service|MDCoreSvc","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","PaperCut Print Deploy Client|pc-print-deploy-client","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","PaperCut Direct Print Monitor|PCPrintProvider","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","SamsungMagicianSVC|SamsungMagicianSVC","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","SynTPEnh Caller Service|SynTPEnhService","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","VMware Authorization Service|VMAuthdService","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","VMware USB Arbitration Service|VMUSBArbService","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Microsoft Defender Antivirus Service|WinDefend","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Windows Subsystem for Linux|WslInstaller","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","WSL Service|WSLService","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Samsung account|SamsungAccountService","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Hotspot Shield Service 12.16.0|hshld_12.16.0","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","NordSec Update Service|NordUpdaterService","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","nordvpn-service|nordvpn-service","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","nordsec-threatprotection-service|nordsec-threatprotection-service","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Intel® Graphics Software|IntelGraphicsSoftwareService","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Claude|CoworkVMService","","Linux: systemctl enable if a clearly-matching unit exists","post","System"
"ScheduledTasks","task","ASC_PerformanceMonitor|User|onlogon|Monitor","","Linux: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","ASC_SkipUac_Ali|User|unsupported|ASC","","Linux: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","CreateExplorerShellUnelevatedTask|User|unsupported|explorer","","Linux: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","OneDrive Per-Machine Standalone Update Task|System|daily,23,00|OneDriveStandaloneUpdater","","Linux: cron entry if the program resolves to an installed app","post","System"
"ScheduledTasks","task","OneDrive Reporting Task-S-1-5-21-134476807-1998891258-1216728456-1001|User|daily,00,52|OneDriveStandaloneUpdater","","Linux: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","OneDrive Startup Task-S-1-5-21-134476807-1998891258-1216728456-1001|User|onlogon|OneDriveLauncher","","Linux: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","RPCServiceHealthCheck|User|daily,00,45|RPCDownloader","","Linux: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","update-S-1-5-21-134476807-1998891258-1216728456-1001|User|daily,15,45|Updater","","Linux: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","Quick Share Relaunch|User|daily,22,10|nearby_share_launcher","","Linux: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","RunPlatformExperienceHelper_Daily|User|daily,10,44|platform_experience_helper","","Linux: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","RunPlatformExperienceHelper_Metrics|User|daily,10,46|platform_experience_helper","","Linux: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","Lenovo Professional Ultraslim Wireless Combo Gen2 OSD task|User|onlogon|UltraslimOSD","","Linux: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","Firefox Default Browser Agent 308046B0AF4A39CB|User|daily,13,49|default-browser-agent","","Linux: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","Autorun for Ali|User|onlogon|PowerToys","","Linux: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","SoftLandingCreativeManagementTask|User|unsupported|","","Linux: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","SoftLandingDeferralTask-{3713667f-ba05-4456-bb97-5f57ecb3dfd8}|User|daily,12,32|","","Linux: cron entry if the program resolves to an installed app","post","User"
"SSH","ssh_dir","staged: migrated_user_data (encrypted archive)","","Linux: decrypt the archive, copy into ~/.ssh; perms 600/700","post","User"
"Contacts","contacts_dir","staged: migrated_user_data (encrypted archive)","","Linux: decrypt the archive, copy into ~/Contacts (.contact files are XML)","post","User"
"Wallpaper","wallpaper_file","staged: migrated_user_data (encrypted archive)","","Linux: set org.gnome.desktop.background picture-uri","post","User"
