"Category","ConfigKey","WindowsValue","macOSCommand","Notes","Phase","Scope"
"Firewall","fw_rule","SNMP Trap Service (UDP In)|Inbound|Allow|False|UDP|162|Any|%SystemRoot%\system32\snmptrap.exe|SNMPTRAP","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Event Log Management (NP-In)|Inbound|Allow|False|TCP|445|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (LLMNR-UDP-In)|Inbound|Allow|False|UDP|5355|Any|%SystemRoot%\system32\svchost.exe|dnscache","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Connected Devices Platform - Wi-Fi Direct Transport (TCP-Out)|Outbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|CDPSvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - IPv6 (IPv6-In)|Inbound|Allow|True|41|Any|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Event Log Management (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\svchost.exe|Eventlog","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Datagram-Out)|Outbound|Allow|False|UDP|Any|138|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Name-Out)|Outbound|Allow|False|UDP|Any|137|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Collaboration Computer Name Registration Service (PNRP-In)|Inbound|Allow|False|UDP|3540|Any|%SystemRoot%\system32\svchost.exe|PNRPSvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Connected Devices Platform (UDP-Out)|Outbound|Allow|True|UDP|Any|Any|%SystemRoot%\system32\svchost.exe|CDPSvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Packet Too Big (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Routing and Remote Access (L2TP-Out)|Outbound|Allow|False|UDP|Any|1701|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Distributed Transaction Coordinator (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\msdtc.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Assistance (TCP-Out)|Outbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\msra.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Wi-Fi Direct Spooler Use (In)|Inbound|Allow|True|Any|Any|Any|%SystemRoot%\system32\spoolsv.exe|Spooler","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Scheduled Tasks Management (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\svchost.exe|schedule","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Event Log Management (NP-In)|Inbound|Allow|False|TCP|445|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD Events-Out)|Outbound|Allow|True|TCP|Any|5357|%SystemRoot%\system32\svchost.exe|fdphost","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (SSDP-Out)|Outbound|Allow|True|UDP|Any|1900|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Assistance (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\msra.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Wi-Fi Direct Spooler Use (Out)|Outbound|Allow|True|Any|Any|Any|%SystemRoot%\system32\spoolsv.exe|Spooler","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (UPnP-Out)|Outbound|Allow|False|TCP|Any|2869|%SystemRoot%\system32\svchost.exe|fdphost","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Allow 192.168.171.x Inbound|Inbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Allow 192.168.171.x Outbound|Outbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Quick Share|Inbound|Allow|True|TCP|Any|Any|C:\program files\google\nearbyshare\nearby_share.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Quick Share|Inbound|Allow|True|UDP|Any|Any|C:\program files\google\nearbyshare\nearby_share.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft Edge|Inbound|Allow|True|TCP|Any|Any|C:\program files (x86)\microsoft\edge\application\msedge.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft Edge|Inbound|Allow|True|UDP|Any|Any|C:\program files (x86)\microsoft\edge\application\msedge.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Bitvise SSH Client|Inbound|Allow|True|TCP|Any|Any|C:\program files (x86)\bitvise ssh client\bvssh.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Bitvise SSH Client|Inbound|Allow|True|UDP|Any|Any|C:\program files (x86)\bitvise ssh client\bvssh.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Google Chrome (mDNS-In)|Inbound|Allow|True|UDP|5353|Any|C:\Program Files\Google\Chrome\Application\chrome.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Visual Studio Code|Inbound|Allow|True|TCP|Any|Any|C:\users\ali\appdata\local\programs\microsoft vs code\code.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Visual Studio Code|Inbound|Allow|True|UDP|Any|Any|C:\users\ali\appdata\local\programs\microsoft vs code\code.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Samsung account|Outbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Samsung account|Inbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Store Experience Host|Outbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Store Experience Host|Inbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Camera|Outbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Camera|Inbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Calculator|Outbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Sound Recorder|Outbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","MSN Weather|Outbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","MSN Weather|Inbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","HNS Container Networking - ICS DNS (TCP-In) - C08CB7B8-9B3C-408E-8E30-5E16A3AEB445 - 0|Inbound|Allow|True|TCP|53|Any|%SystemRoot%\system32\svchost.exe|sharedaccess","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","HNS Container Networking - DNS (UDP-In) - C08CB7B8-9B3C-408E-8E30-5E16A3AEB445 - 0|Inbound|Allow|True|UDP|53|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","App Installer|Outbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","App Installer|Inbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Claude|Inbound|Allow|True|TCP|Any|Any|C:\Program Files\WindowsApps\Claude_1.18286.0.0_x64__pzs8sxrjxfjjc\app\Claude.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Claude|Outbound|Allow|True|TCP|Any|Any|C:\Program Files\WindowsApps\Claude_1.18286.0.0_x64__pzs8sxrjxfjjc\app\Claude.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Claude|Inbound|Allow|True|TCP|Any|Any|C:\Program Files\WindowsApps\Claude_1.18286.0.0_x64__pzs8sxrjxfjjc\app\resources\cowork-svc.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Claude|Outbound|Allow|True|TCP|Any|Any|C:\Program Files\WindowsApps\Claude_1.18286.0.0_x64__pzs8sxrjxfjjc\app\resources\cowork-svc.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Claude|Outbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Subsystem for Linux|Outbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft.Office.ActionsServer|Outbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","OfficePushNotificationsUtility|Outbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft Office Outlook|Inbound|Allow|True|UDP|6004|Any|C:\Program Files\Microsoft Office\root\Office16\outlook.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft Lync|Inbound|Allow|True|UDP|Any|Any|C:\Program Files\Microsoft Office\root\Office16\Lync.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft Lync|Inbound|Allow|True|TCP|Any|Any|C:\Program Files\Microsoft Office\root\Office16\Lync.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft Lync UcMapi|Inbound|Allow|True|UDP|Any|Any|C:\Program Files\Microsoft Office\root\Office16\UcMapi.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft Lync UcMapi|Inbound|Allow|True|TCP|Any|Any|C:\Program Files\Microsoft Office\root\Office16\UcMapi.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","xwin_mobax.exe|Inbound|Allow|True|TCP|Any|Any|C:\users\ali\appdata\roaming\mobaxterm\slash\bin\xwin_mobax.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","xwin_mobax.exe|Inbound|Allow|True|UDP|Any|Any|C:\users\ali\appdata\roaming\mobaxterm\slash\bin\xwin_mobax.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Clock|Outbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Clock|Inbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Firefox (C:\Program Files\Mozilla Firefox)|Inbound|Allow|True|TCP|Any|Any|C:\Program Files\Mozilla Firefox\firefox.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Firefox (C:\Program Files\Mozilla Firefox)|Inbound|Allow|True|UDP|Any|Any|C:\Program Files\Mozilla Firefox\firefox.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft 365 Copilot|Inbound|Allow|True|TCP|Any|Any|C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2606.60031.0_x64__8wekyb3d8bbwe\M365Copilot.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft 365 Copilot|Inbound|Allow|True|UDP|Any|Any|C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2606.60031.0_x64__8wekyb3d8bbwe\M365Copilot.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft 365 Copilot|Outbound|Allow|True|TCP|Any|Any|C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2606.60031.0_x64__8wekyb3d8bbwe\M365Copilot.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft 365 Copilot|Outbound|Allow|True|UDP|Any|Any|C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2606.60031.0_x64__8wekyb3d8bbwe\M365Copilot.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft 365 Copilot|Outbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft 365 Copilot|Inbound|Allow|True|Any|Any|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","HNS Container Networking - ICS DNS (TCP-In) - 790E58B4-7939-4434-9358-89AE7DDBE87F - 0|Inbound|Allow|True|TCP|53|Any|%SystemRoot%\system32\svchost.exe|sharedaccess","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","HNS Container Networking - DNS (UDP-In) - 790E58B4-7939-4434-9358-89AE7DDBE87F - 0|Inbound|Allow|True|UDP|53|Any||","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Docker Desktop Backend|Inbound|Allow|True|TCP|Any|Any|C:\program files\docker\docker\resources\com.docker.backend.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Docker Desktop Backend|Inbound|Allow|True|UDP|Any|Any|C:\program files\docker\docker\resources\com.docker.backend.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft Edge (mDNS-In)|Inbound|Allow|True|UDP|5353|Any|C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe|","","macOS: ufw / firewalld","pre","System"
"Shortcuts","quicklaunch","Command Prompt|cmd","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","quicklaunch","Excel|EXCEL","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","quicklaunch","File Explorer|","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","quicklaunch","Longman Dictionary of Contemporary English 5th Edition|ldoce5","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","quicklaunch","Microsoft Edge|msedge","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","quicklaunch","Microsoft SQL Server Management Studio (SSMS) 20|Ssms","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","quicklaunch","Notepad++|notepad++","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","quicklaunch","PowerPoint|POWERPNT","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","quicklaunch","Remote Desktop Manager|RemoteDesktopManager","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","quicklaunch","Word|WINWORD","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","Close Chrome.bat - Shortcut|Close Chrome","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","Close Edge.bat - Shortcut|Close Edge","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","Close Firefox.bat - Shortcut|Close Firefox","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","close frequent programs.bat - Shortcut|close frequent programs","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","Kill Acrobat|Kill Acrobat","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","Kill VS Code.bat - Shortcut|Kill VS Code","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","restart chrome.bat - Shortcut|restart chrome","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","restart explorer.bat - Shortcut|restart explorer","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","restart firefox.bat - Shortcut|restart firefox","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","restart jabber.bat - Shortcut|restart jabber","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","Hotspot Shield|hsscp","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Shortcuts","desktop","VMware Workstation Pro|vmware","","macOS: resolve to an installed .desktop (favourite / desktop file)","post","User"
"Startup","startup_item","OneDrive|OneDrive","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","Cisco Jabber|CiscoJabber","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","IDMan|Program","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","GoogleDriveFS|GoogleDriveFS","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","Proxifier|Proxifier","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","ut|uTorrent","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","BingWallpaperDaemon|UnInstDaemon","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","MicrosoftEdgeAutoLaunch_5849BF807E016217A11F1D6C1C6FB425|msedge","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","LenovoVantageToolbar|QSHelper","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","ConnectDetector|connectdetector","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","Discord|Update","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","Docker Desktop|Program","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","NordVPN|NordVPN","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","ca direct.tlp|ca direct","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","Command Prompt|cmd","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","de direct.tlp|de direct","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","ir direct.tlp|ir direct","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","OUTLOOK|OUTLOOK","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","Send to OneNote|ONENOTEM","","macOS: autostart if it resolves to an installed app","post","User"
"Startup","startup_item","SecurityHealth|SecurityHealthSystray","","macOS: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","RtkAudUService|RtkAudUService64","","macOS: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","Leonvo Go Central Startup|LenovoGoCentral","","macOS: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","vmware-tray.exe|vmware-tray","","macOS: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","PaperCut Print Deploy UI Controller|Program","","macOS: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","Nearby Share|nearby_share_launcher","","macOS: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","AnyDesk|AnyDesk","","macOS: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","Dropbox|Dropbox","","macOS: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","TeamsMachineInstaller|Program","","macOS: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","Lightshot|Program","","macOS: autostart if it resolves to an installed app","post","System"
"Startup","startup_item","SunJavaUpdateSched|jusched","","macOS: autostart if it resolves to an installed app","post","System"
"Services","service","Advanced SystemCare Service 19|AdvancedSystemCareService19","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Microsoft Office Click-to-Run Service|ClickToRunSvc","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","CMigrationService|CMigrationService","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","DropboxUpdater InternalService 123.0.6299.144 (DropboxUpdaterInternalService123.0.6299.144)|DropboxUpdaterInternalService123.0.6299.144","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","DropboxUpdater Service 123.0.6299.144 (DropboxUpdaterService123.0.6299.144)|DropboxUpdaterService123.0.6299.144","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Microsoft Edge Update Service (edgeupdate)|edgeupdate","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Google Updater Internal Service (GoogleUpdaterInternalService151.0.7910.0)|GoogleUpdaterInternalService151.0.7910.0","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Google Updater Service (GoogleUpdaterService151.0.7910.0)|GoogleUpdaterService151.0.7910.0","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Hotspot Shield Service 12.16.0|hshld_12.16.0","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Intel® Graphics Software|IntelGraphicsSoftwareService","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Critical Service for Lenovo Vantage|LenovoVantageService","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Microsoft Defender Core Service|MDCoreSvc","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","nordsec-threatprotection-service|nordsec-threatprotection-service","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","NordSec Update Service|NordUpdaterService","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","nordvpn-service|nordvpn-service","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","PaperCut Print Deploy Client|pc-print-deploy-client","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","PaperCut Direct Print Monitor|PCPrintProvider","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","SamsungMagicianSVC|SamsungMagicianSVC","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","SynTPEnh Caller Service|SynTPEnhService","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","VMware Authorization Service|VMAuthdService","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","VMware USB Arbitration Service|VMUSBArbService","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Microsoft Defender Antivirus Service|WinDefend","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Claude|CoworkVMService","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","Windows Subsystem for Linux|WslInstaller","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"Services","service","WSL Service|WSLService","","macOS: systemctl enable if a clearly-matching unit exists","post","System"
"ScheduledTasks","task","ASC_PerformanceMonitor|User|onlogon|Monitor","","macOS: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","ASC_SkipUac_Ali|User|unsupported|ASC","","macOS: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","CreateExplorerShellUnelevatedTask|User|unsupported|explorer","","macOS: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","OneDrive Per-Machine Standalone Update Task|System|daily,11,00|OneDriveStandaloneUpdater","","macOS: cron entry if the program resolves to an installed app","post","System"
"ScheduledTasks","task","OneDrive Reporting Task-S-1-5-21-134476807-1998891258-1216728456-1001|User|daily,12,07|OneDriveStandaloneUpdater","","macOS: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","OneDrive Startup Task-S-1-5-21-134476807-1998891258-1216728456-1001|User|onlogon|OneDriveLauncher","","macOS: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","RPCServiceHealthCheck|User|daily,00,45|RPCDownloader","","macOS: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","update-S-1-5-21-134476807-1998891258-1216728456-1001|User|daily,15,45|Updater","","macOS: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","Quick Share Relaunch|User|daily,22,10|nearby_share_launcher","","macOS: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","RunPlatformExperienceHelperOnUnlock|User|unsupported|platform_experience_helper","","macOS: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","RunPlatformExperienceHelper_Daily|User|daily,10,44|platform_experience_helper","","macOS: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","RunPlatformExperienceHelper_Metrics|User|daily,11,34|platform_experience_helper","","macOS: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","Lenovo Professional Ultraslim Wireless Combo Gen2 OSD task|User|onlogon|UltraslimOSD","","macOS: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","Firefox Default Browser Agent 308046B0AF4A39CB|User|daily,13,49|default-browser-agent","","macOS: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","Autorun for Ali|User|onlogon|PowerToys","","macOS: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","SoftLandingCreativeManagementTask|User|unsupported|","","macOS: cron entry if the program resolves to an installed app","post","User"
"ScheduledTasks","task","SoftLandingDeferralTask-{dc7733d4-ca5f-4af7-bca5-a24548af1b72}|User|daily,12,32|","","macOS: cron entry if the program resolves to an installed app","post","User"
"SSH","ssh_dir","staged: migrated_user_data (encrypted archive)","","macOS: decrypt the archive, copy into ~/.ssh; perms 600/700","post","User"
"Contacts","contacts_dir","staged: migrated_user_data (encrypted archive)","","macOS: decrypt the archive, copy into ~/Contacts (.contact files are XML)","post","User"
"Wallpaper","wallpaper_file","staged: migrated_user_data (encrypted archive)","","macOS: set org.gnome.desktop.background picture-uri","post","User"
